Student_ID,Age,Gender,Field_of_Study,Year_of_Study,University_Location,GPA,Relevant_Coursework,Prior_Employment,Employment_Type,Entrepreneurial_Experience,Startup_Participation,Career_Interests,Entrepreneurial_Aspirations,Career_Guidance_Satisfaction,Recommended_Career_Path,Entrepreneurship_Suitability_Score,Top_Recommended_Industries,Predicted_Job_Success_Probability,User_Satisfaction,Followed_Recommendations,Employment_Status_Post_Graduation
S0411,26,Male,Engineering,3,Region A,2.03,1,1,Part-Time,0,1,Healthcare,High,8,Finance,58,Healthcare,37,7,1,Self-Employed
S0412,25,Male,Science,5,Region B,2.45,0,0,Full-Time,0,1,Finance,Low,9,Healthcare,4,Finance,29,10,1,Self-Employed
S0413,29,Female,Law,2,Region B,3.13,0,1,Full-Time,1,1,Business,High,7,Healthcare,53,Education,57,7,0,Unemployed
S0414,27,Female,Science,3,Region A,2.7,0,0,Part-Time,0,1,Tech,Medium,8,Finance,43,Education,31,4,0,Employed
S0415,24,Male,Business,4,Region C,3.22,1,0,Part-Time,0,1,Design,Medium,8,Finance,41,Healthcare,65,2,0,Self-Employed
S0416,26,Female,Science,4,Region B,2.05,1,1,Internship,0,0,Business,Low,2,Finance,71,Education,50,8,0,Self-Employed
S0417,21,Other,Arts,1,Region C,2.23,1,0,Internship,1,1,Tech,Medium,9,Business,91,Education,10,2,1,Employed
S0418,21,Female,Science,4,Region B,2.25,1,0,Internship,1,0,Healthcare,High,6,Design,56,Healthcare,58,9,1,Employed
S0419,18,Female,Business,3,Region B,2.38,0,1,Part-Time,0,1,Healthcare,High,4,Tech,46,Design,19,5,1,Employed
S0420,25,Female,Business,4,Region C,2.92,1,1,Part-Time,1,1,Tech,Low,5,Finance,75,Finance,36,9,1,Employed
S0421,29,Other,Engineering,3,Region B,3.5,1,1,Internship,1,1,Design,High,10,Finance,24,Design,72,9,0,Employed
S0422,20,Female,Law,2,Region B,3.81,1,1,Internship,0,1,Tech,Low,5,Finance,43,Design,48,8,1,Unemployed
S0423,24,Male,Science,1,Region C,3.67,1,0,Full-Time,1,1,Business,Low,7,Healthcare,14,Finance,18,8,1,Employed
S0424,29,Male,Engineering,4,Region B,2.39,1,1,Full-Time,1,1,Business,High,9,Finance,50,Design,54,4,1,Self-Employed
S0425,19,Female,Law,3,Region B,2.88,1,1,Internship,1,1,Healthcare,High,7,Tech,52,Healthcare,39,4,0,Unemployed
S0426,19,Male,Science,5,Region B,2.4,1,1,Internship,1,1,Tech,High,9,Finance,33,Finance,6,2,1,Self-Employed
S0427,24,Female,Arts,1,Region C,2.53,1,1,Full-Time,0,1,Healthcare,High,4,Tech,76,Tech,4,4,0,Employed
S0428,23,Male,Science,2,Region A,3.01,1,1,Internship,1,1,Design,High,10,Business,7,Design,41,4,1,Self-Employed
S0429,20,Male,Business,3,Region C,2.14,0,1,Full-Time,0,1,Business,High,10,Design,76,Education,87,6,1,Employed
S0430,26,Male,Business,2,Region A,2.44,1,1,Full-Time,1,1,Finance,High,4,Healthcare,99,Finance,47,3,0,Self-Employed
S0431,27,Male,Arts,2,Region B,3.87,1,0,Full-Time,1,1,Finance,Medium,6,Tech,69,Tech,6,2,1,Self-Employed
S0432,23,Female,Engineering,4,Region A,2.93,1,1,Part-Time,1,0,Tech,Low,8,Business,95,Education,10,8,1,Employed
S0433,27,Female,Law,4,Region C,2.89,0,0,Part-Time,0,0,Tech,Low,9,Design,20,Tech,72,2,0,Self-Employed
S0434,27,Female,Science,3,Region C,2.03,1,0,Internship,1,1,Finance,High,1,Design,6,Design,48,8,1,Unemployed
S0435,23,Female,Business,5,Region B,2.49,1,0,Full-Time,1,0,Tech,Low,1,Design,89,Education,29,7,1,Self-Employed
S0436,18,Male,Engineering,3,Region A,3.73,0,1,Part-Time,1,0,Business,High,8,Tech,78,Design,40,3,1,Unemployed
S0437,21,Female,Arts,5,Region B,2.33,1,1,Internship,1,1,Design,Medium,7,Business,55,Education,2,6,1,Unemployed
S0438,27,Female,Business,2,Region B,2.83,0,1,Internship,1,0,Design,Low,9,Finance,48,Finance,85,6,1,Self-Employed
S0439,23,Female,Arts,1,Region C,2.03,0,1,Internship,1,1,Healthcare,Low,3,Business,41,Healthcare,39,10,1,Unemployed
S0440,23,Male,Science,3,Region A,2.96,0,1,Internship,1,1,Business,Medium,10,Business,22,Healthcare,50,5,0,Unemployed
S0441,28,Female,Law,3,Region A,2.04,0,0,Internship,1,1,Tech,Medium,5,Business,51,Tech,83,8,0,Self-Employed
S0442,29,Female,Business,5,Region A,3.64,1,0,Full-Time,1,1,Tech,Medium,3,Tech,78,Education,31,5,1,Employed
S0443,22,Other,Business,2,Region A,3.65,0,1,Internship,1,1,Healthcare,Low,5,Tech,52,Design,47,7,1,Employed
S0444,18,Female,Science,2,Region B,3.58,0,1,Full-Time,0,1,Healthcare,Low,10,Tech,15,Finance,70,6,1,Unemployed
S0445,25,Male,Engineering,5,Region B,2.57,0,1,Part-Time,1,1,Tech,Medium,1,Business,95,Finance,70,7,1,Unemployed
S0446,22,Female,Law,2,Region C,3.67,0,1,Internship,1,1,Tech,Medium,4,Tech,36,Finance,19,9,1,Employed
S0447,29,Female,Business,4,Region B,3.09,0,0,Part-Time,0,0,Business,Medium,6,Design,17,Healthcare,88,3,0,Unemployed
S0448,29,Male,Law,1,Region B,2.75,1,1,Full-Time,1,1,Healthcare,Medium,2,Tech,19,Design,34,10,1,Employed
S0449,29,Female,Business,3,Region C,3.25,0,1,Full-Time,1,1,Business,Medium,7,Healthcare,45,Finance,23,7,0,Self-Employed
S0450,22,Female,Law,1,Region C,2.02,1,1,Part-Time,1,1,Tech,High,8,Tech,1,Finance,39,10,1,Unemployed
S0451,24,Male,Arts,3,Region C,2.29,1,0,Internship,1,1,Finance,Medium,1,Tech,86,Tech,76,3,1,Self-Employed
S0452,21,Male,Business,4,Region B,3.48,0,1,Internship,0,1,Finance,High,4,Tech,93,Education,51,2,1,Employed
S0453,23,Male,Law,2,Region B,2.49,1,1,Part-Time,0,1,Tech,Low,4,Tech,62,Education,38,7,0,Employed
S0454,21,Male,Engineering,5,Region C,3.2,0,0,Part-Time,1,1,Healthcare,Low,5,Healthcare,2,Education,67,4,1,Self-Employed
S0455,20,Male,Arts,4,Region C,2.77,0,1,Part-Time,0,1,Finance,High,4,Finance,45,Tech,60,1,1,Unemployed
S0456,24,Female,Arts,1,Region C,3.71,0,1,Internship,0,0,Healthcare,Medium,9,Tech,48,Healthcare,75,6,1,Self-Employed
S0457,25,Male,Engineering,5,Region B,3.9,1,1,Internship,1,1,Finance,Low,7,Design,0,Tech,80,6,0,Self-Employed
S0458,21,Male,Law,2,Region B,3.77,1,1,Internship,1,1,Healthcare,Medium,2,Healthcare,21,Finance,64,6,1,Unemployed
S0459,19,Female,Science,4,Region A,2.54,1,1,Part-Time,1,1,Finance,Medium,1,Finance,92,Design,61,2,1,Employed
S0460,29,Female,Engineering,5,Region B,2.39,1,1,Internship,1,0,Healthcare,High,9,Tech,13,Finance,80,1,1,Self-Employed
S0461,27,Male,Law,4,Region B,2.95,1,0,Full-Time,0,1,Business,Low,1,Finance,91,Finance,1,3,1,Self-Employed
S0462,20,Male,Engineering,4,Region B,2.01,0,0,Part-Time,0,1,Healthcare,Low,6,Design,84,Design,5,2,0,Employed
S0463,18,Male,Engineering,2,Region C,2.05,1,0,Internship,1,1,Business,High,2,Healthcare,44,Education,74,6,0,Self-Employed
S0464,25,Female,Business,3,Region B,3.11,0,1,Part-Time,1,1,Business,Medium,4,Healthcare,95,Tech,42,6,1,Employed
S0465,20,Male,Law,5,Region C,3.04,0,1,Full-Time,0,0,Tech,Medium,6,Finance,5,Healthcare,81,5,0,Unemployed
S0466,29,Female,Science,2,Region A,3.99,0,1,Full-Time,1,1,Business,Low,5,Tech,64,Finance,39,10,1,Employed
S0467,27,Other,Business,4,Region A,2.4,0,1,Part-Time,0,1,Design,High,6,Business,20,Finance,88,10,0,Employed
S0468,24,Male,Engineering,2,Region C,2.52,1,1,Part-Time,1,1,Business,High,3,Healthcare,3,Healthcare,38,5,1,Self-Employed
S0469,27,Female,Engineering,3,Region C,2.23,1,1,Full-Time,0,1,Healthcare,Medium,5,Business,2,Tech,27,9,0,Employed
S0470,22,Other,Engineering,5,Region C,3.84,0,0,Part-Time,0,1,Business,Medium,2,Healthcare,29,Finance,79,5,1,Employed
S0471,27,Male,Law,3,Region B,3.56,1,1,Full-Time,0,1,Healthcare,High,7,Tech,30,Healthcare,62,10,0,Self-Employed
S0472,22,Female,Law,1,Region A,3.64,1,1,Full-Time,1,0,Healthcare,Low,3,Tech,33,Finance,63,6,0,Employed
S0473,24,Female,Business,5,Region C,3.81,1,1,Internship,1,1,Design,Medium,1,Healthcare,82,Education,11,4,0,Self-Employed
S0474,26,Female,Science,3,Region B,3.05,0,1,Part-Time,1,1,Business,High,8,Finance,19,Education,40,10,0,Unemployed
S0475,29,Female,Business,4,Region A,2.9,1,1,Part-Time,1,1,Business,High,8,Tech,86,Finance,28,1,1,Employed
S0476,22,Female,Arts,5,Region B,2.66,1,0,Internship,1,1,Finance,High,3,Tech,53,Finance,22,4,0,Unemployed
S0477,18,Female,Engineering,5,Region A,3.18,1,1,Full-Time,0,1,Finance,Low,7,Design,24,Education,84,2,1,Employed
S0478,27,Female,Engineering,2,Region B,2.91,1,1,Part-Time,1,1,Tech,Medium,9,Tech,14,Finance,79,10,1,Employed
S0479,27,Female,Engineering,4,Region A,2.9,0,1,Internship,1,1,Healthcare,Medium,8,Design,37,Tech,50,3,1,Unemployed
S0480,18,Female,Business,1,Region A,3.87,0,1,Internship,1,1,Design,Medium,3,Tech,22,Tech,44,7,1,Unemployed
S0481,19,Female,Business,3,Region B,3.97,1,1,Part-Time,0,1,Finance,Low,2,Tech,51,Design,89,7,1,Self-Employed
S0482,23,Male,Engineering,2,Region C,3.59,1,1,Internship,1,1,Business,Medium,10,Finance,65,Tech,100,1,1,Self-Employed
S0483,26,Male,Business,3,Region A,3.51,0,1,Full-Time,0,1,Tech,Medium,7,Finance,56,Finance,21,8,1,Unemployed
S0484,25,Male,Law,1,Region C,3.36,1,1,Internship,1,1,Design,Medium,7,Tech,56,Finance,9,7,0,Employed
S0485,22,Male,Law,1,Region B,2.33,1,1,Full-Time,0,1,Business,Medium,9,Healthcare,78,Healthcare,6,1,1,Self-Employed
S0486,18,Male,Business,5,Region C,2.12,1,1,Full-Time,1,1,Business,Low,5,Healthcare,51,Tech,72,8,1,Employed
S0487,24,Female,Engineering,1,Region C,3.38,1,1,Part-Time,1,1,Healthcare,High,4,Tech,34,Education,88,2,1,Self-Employed
S0488,22,Male,Business,3,Region C,3.46,1,1,Internship,1,0,Healthcare,High,8,Healthcare,73,Education,14,8,1,Self-Employed
S0489,23,Female,Business,4,Region C,2.09,1,0,Full-Time,1,0,Finance,Medium,4,Tech,13,Design,76,3,1,Self-Employed
S0490,24,Male,Business,4,Region C,3.86,1,1,Full-Time,1,1,Finance,Medium,4,Finance,90,Healthcare,45,10,0,Unemployed
S0491,20,Female,Arts,5,Region A,2.18,0,0,Internship,1,1,Business,Medium,2,Business,13,Education,89,7,1,Employed
S0492,29,Other,Law,3,Region A,2.57,0,1,Full-Time,1,1,Business,Low,1,Design,98,Design,84,6,1,Unemployed
S0493,27,Male,Science,3,Region A,3.34,0,0,Internship,1,1,Finance,Medium,4,Healthcare,32,Tech,86,5,0,Self-Employed
S0494,20,Female,Science,1,Region B,2.34,0,0,Part-Time,1,1,Finance,Low,7,Healthcare,51,Healthcare,60,10,1,Unemployed
S0495,22,Male,Arts,3,Region C,2.11,0,0,Full-Time,0,1,Business,Medium,9,Finance,0,Healthcare,91,2,1,Unemployed
S0496,23,Female,Business,2,Region A,2.66,0,0,Full-Time,1,1,Design,Medium,9,Healthcare,33,Finance,60,2,1,Unemployed
S0497,26,Male,Arts,1,Region B,3.53,1,0,Internship,1,1,Business,High,10,Tech,18,Tech,50,1,1,Employed
S0498,29,Female,Arts,2,Region A,2.83,0,1,Internship,1,1,Design,Medium,1,Tech,23,Healthcare,37,9,0,Unemployed
S0499,22,Male,Engineering,5,Region A,3.31,1,1,Internship,1,1,Design,Low,5,Business,3,Design,11,8,1,Unemployed
S0500,18,Female,Law,4,Region C,3.16,0,1,Internship,1,1,Business,High,7,Business,35,Education,87,8,1,Unemployed
S0501,21,Female,Science,5,Region B,2.04,1,1,Full-Time,0,1,Tech,Low,7,Business,76,Tech,76,1,0,Unemployed
S0502,22,Male,Business,4,Region C,3.98,1,0,Part-Time,0,1,Finance,High,10,Tech,57,Tech,65,5,0,Unemployed
S0503,29,Male,Science,5,Region C,2.08,0,1,Part-Time,0,1,Healthcare,Low,6,Business,31,Healthcare,53,6,1,Unemployed
S0504,27,Male,Science,3,Region A,3.94,1,0,Part-Time,1,1,Business,High,10,Business,8,Healthcare,38,2,0,Unemployed
S0505,27,Male,Law,2,Region C,3.1,1,0,Part-Time,1,0,Design,Low,4,Tech,79,Healthcare,75,10,1,Self-Employed
S0506,22,Female,Science,4,Region B,3.93,1,1,Internship,1,1,Business,Low,3,Finance,66,Design,38,5,0,Unemployed
S0507,24,Male,Science,1,Region C,2.23,1,0,Full-Time,1,1,Finance,Medium,9,Healthcare,19,Finance,77,6,1,Unemployed
S0508,21,Male,Arts,2,Region C,2.98,1,1,Full-Time,0,1,Design,High,10,Design,73,Healthcare,29,9,1,Employed
S0509,18,Male,Law,1,Region C,2.34,1,0,Full-Time,1,1,Healthcare,High,4,Tech,61,Finance,47,10,0,Self-Employed
S0510,22,Female,Engineering,2,Region A,2.1,1,1,Internship,1,1,Healthcare,Medium,8,Tech,57,Finance,82,1,1,Unemployed
S0511,24,Male,Business,2,Region B,3.24,0,1,Full-Time,1,0,Healthcare,Low,1,Design,21,Tech,30,10,1,Employed
S0512,27,Male,Science,5,Region A,2.42,1,0,Internship,1,1,Tech,Low,7,Design,66,Education,24,3,1,Unemployed
S0513,27,Male,Business,4,Region A,3.18,1,1,Full-Time,1,1,Design,High,6,Business,74,Education,67,9,1,Unemployed
S0514,23,Male,Engineering,4,Region A,2.22,1,0,Part-Time,1,1,Design,Low,1,Design,88,Design,50,1,1,Unemployed
S0515,22,Female,Business,2,Region A,2.66,0,1,Internship,1,1,Tech,High,4,Healthcare,47,Design,12,1,1,Unemployed
S0516,21,Male,Engineering,3,Region A,3.56,1,0,Full-Time,0,1,Design,High,5,Healthcare,7,Education,99,1,1,Unemployed
S0517,19,Male,Arts,3,Region B,2.87,1,1,Part-Time,0,0,Tech,Low,8,Healthcare,72,Education,62,7,1,Employed
S0518,21,Female,Science,1,Region C,3.26,0,1,Part-Time,1,1,Business,Low,4,Healthcare,14,Tech,41,5,0,Unemployed
S0519,27,Female,Engineering,1,Region A,3.29,1,0,Part-Time,1,1,Finance,Low,3,Healthcare,31,Tech,53,6,1,Employed
S0520,27,Male,Business,5,Region A,3.69,1,1,Internship,1,1,Healthcare,Medium,2,Business,52,Education,100,8,1,Unemployed
S0521,20,Female,Science,2,Region B,2.65,1,1,Internship,1,1,Tech,High,4,Tech,66,Healthcare,66,2,0,Employed
S0522,27,Female,Arts,1,Region B,3.37,1,1,Full-Time,1,1,Tech,Low,10,Design,3,Healthcare,79,2,0,Self-Employed
S0523,18,Male,Science,1,Region C,3.92,1,1,Part-Time,0,1,Tech,Medium,4,Tech,29,Tech,89,3,0,Unemployed
S0524,25,Female,Engineering,2,Region B,3.46,1,0,Full-Time,1,0,Business,Low,10,Design,12,Finance,55,3,0,Self-Employed
S0525,22,Female,Arts,5,Region C,2.98,1,1,Full-Time,1,1,Tech,High,5,Business,20,Education,18,3,0,Self-Employed
S0526,21,Male,Business,1,Region A,3.26,0,0,Part-Time,0,0,Finance,Medium,7,Business,40,Design,45,4,0,Self-Employed
S0527,25,Male,Arts,5,Region A,3.48,0,0,Full-Time,1,1,Finance,High,9,Finance,18,Healthcare,14,3,1,Unemployed
S0528,24,Male,Arts,4,Region C,3.22,1,1,Internship,1,1,Healthcare,Low,2,Finance,47,Finance,31,2,0,Self-Employed
S0529,19,Female,Law,5,Region B,2.03,0,1,Full-Time,1,1,Business,Low,5,Business,85,Healthcare,48,9,0,Employed
S0530,18,Other,Arts,3,Region C,2.39,0,1,Part-Time,1,1,Finance,Low,10,Business,62,Finance,20,6,0,Unemployed
S0531,29,Female,Arts,3,Region B,3.62,1,0,Internship,1,1,Design,Medium,9,Design,19,Education,64,3,0,Self-Employed
S0532,28,Male,Science,5,Region A,2.55,0,1,Internship,1,1,Design,Medium,3,Business,63,Education,69,9,0,Unemployed
S0533,21,Female,Business,3,Region B,3.46,1,0,Full-Time,1,1,Design,Medium,1,Tech,36,Education,26,4,1,Self-Employed
S0534,25,Female,Science,4,Region C,2.74,0,0,Full-Time,1,1,Tech,Medium,2,Design,30,Tech,22,4,1,Employed
S0535,29,Male,Science,2,Region C,3.04,1,0,Internship,0,1,Tech,Low,6,Business,73,Finance,46,8,1,Unemployed
S0536,19,Male,Engineering,3,Region A,2.14,1,1,Full-Time,1,1,Design,Low,5,Design,17,Design,94,7,1,Unemployed
S0537,20,Female,Science,3,Region B,2.36,0,1,Part-Time,0,1,Healthcare,Low,1,Design,19,Design,11,7,0,Self-Employed
S0538,29,Male,Law,5,Region B,3.91,1,0,Full-Time,0,1,Healthcare,Medium,1,Healthcare,81,Education,84,10,0,Employed
S0539,18,Female,Law,4,Region B,3.78,0,1,Full-Time,1,1,Tech,Medium,4,Finance,10,Design,65,7,0,Unemployed
S0540,18,Male,Engineering,2,Region A,3.3,1,0,Internship,0,1,Design,Low,4,Design,85,Healthcare,4,10,1,Self-Employed
S0541,20,Male,Business,5,Region B,2.92,1,1,Full-Time,1,1,Healthcare,Low,6,Design,43,Finance,8,5,0,Employed
S0542,28,Male,Business,5,Region C,3.35,1,1,Full-Time,0,1,Tech,Medium,6,Healthcare,81,Finance,19,7,1,Employed
S0543,22,Male,Science,4,Region B,3.24,1,1,Full-Time,1,1,Design,High,10,Business,63,Finance,81,4,0,Employed
S0544,29,Female,Science,2,Region A,3.14,1,1,Part-Time,0,1,Business,Low,6,Design,33,Healthcare,62,8,0,Employed
S0545,20,Male,Science,4,Region B,2.12,1,1,Full-Time,0,1,Design,Low,1,Healthcare,86,Tech,85,9,1,Unemployed
S0546,18,Female,Business,2,Region B,3.27,1,1,Part-Time,0,1,Design,Low,10,Tech,64,Healthcare,71,3,1,Unemployed
S0547,18,Female,Arts,4,Region C,3.54,0,1,Part-Time,1,1,Finance,Medium,9,Healthcare,54,Finance,97,7,1,Employed
S0548,25,Female,Law,5,Region B,3.99,1,1,Part-Time,1,1,Finance,Low,7,Finance,73,Finance,72,10,1,Self-Employed
S0549,27,Male,Arts,5,Region C,2.02,0,0,Part-Time,0,1,Business,Low,7,Finance,0,Finance,70,9,1,Self-Employed
S0550,28,Female,Arts,1,Region C,3.46,1,0,Internship,1,1,Business,Low,7,Business,37,Design,29,1,1,Employed
S0551,29,Female,Business,3,Region A,3.14,0,1,Part-Time,1,1,Design,Low,2,Business,8,Tech,81,2,1,Employed
S0552,29,Male,Arts,4,Region C,2.87,1,1,Full-Time,1,1,Healthcare,Low,2,Finance,94,Healthcare,90,7,0,Self-Employed
S0553,19,Male,Engineering,1,Region C,2.26,0,0,Part-Time,1,1,Business,High,6,Finance,70,Finance,15,2,1,Employed
S0554,20,Female,Science,3,Region A,2.82,0,1,Full-Time,1,1,Design,High,7,Design,16,Education,84,7,1,Employed
S0555,19,Other,Engineering,4,Region C,2.71,1,1,Part-Time,0,1,Tech,Low,3,Finance,98,Tech,4,1,0,Unemployed
S0556,20,Male,Law,2,Region A,2.61,1,1,Internship,1,1,Finance,Low,4,Business,100,Education,28,3,1,Unemployed
S0557,24,Female,Science,3,Region B,3.46,1,1,Part-Time,1,1,Healthcare,Low,3,Finance,51,Tech,46,5,1,Employed
S0558,18,Female,Arts,5,Region A,3.4,0,1,Part-Time,1,1,Design,Low,7,Business,17,Finance,100,6,1,Employed
S0559,27,Female,Law,1,Region C,3.18,0,1,Internship,0,1,Tech,Medium,7,Tech,62,Tech,21,9,0,Unemployed
S0560,25,Other,Science,3,Region A,3.88,1,1,Part-Time,0,1,Finance,Medium,4,Finance,32,Tech,77,9,1,Employed
S0561,27,Female,Arts,3,Region C,2.7,1,1,Full-Time,1,0,Tech,Medium,7,Business,3,Finance,56,3,1,Unemployed
S0562,27,Male,Engineering,5,Region B,2.49,0,1,Part-Time,1,1,Design,High,5,Healthcare,86,Education,82,8,1,Unemployed
S0563,27,Male,Science,4,Region A,3.31,1,1,Part-Time,1,1,Business,Low,1,Design,74,Education,34,4,0,Self-Employed
S0564,19,Male,Arts,2,Region B,2.4,1,0,Part-Time,1,1,Finance,Medium,10,Business,51,Design,87,7,1,Unemployed
S0565,20,Female,Engineering,5,Region C,2.63,1,1,Internship,0,1,Tech,Low,4,Finance,8,Education,59,6,0,Self-Employed
S0566,26,Female,Law,2,Region C,2.45,1,1,Part-Time,1,1,Business,Low,7,Finance,63,Education,69,8,1,Self-Employed
S0567,24,Male,Law,4,Region B,2.14,1,0,Part-Time,1,1,Healthcare,High,2,Tech,29,Tech,59,6,0,Unemployed
S0568,21,Female,Law,3,Region A,3.65,0,0,Full-Time,1,1,Design,High,2,Healthcare,7,Design,57,4,1,Employed
S0569,27,Female,Law,2,Region A,2.51,0,1,Part-Time,0,1,Design,Medium,1,Business,4,Finance,2,2,1,Unemployed
S0570,22,Female,Business,1,Region C,2.95,1,1,Part-Time,1,1,Finance,Medium,2,Healthcare,75,Finance,33,7,0,Self-Employed
S0571,19,Male,Science,1,Region B,2.09,1,0,Part-Time,1,1,Tech,High,10,Tech,62,Healthcare,44,4,0,Unemployed
S0572,28,Female,Science,5,Region B,3.4,1,0,Part-Time,0,0,Healthcare,High,8,Design,0,Design,49,9,0,Unemployed
S0573,25,Male,Business,4,Region A,2.66,1,0,Full-Time,1,1,Finance,Low,8,Healthcare,14,Tech,1,9,0,Self-Employed
S0574,21,Male,Arts,5,Region A,3.49,1,1,Full-Time,1,0,Finance,Low,8,Tech,88,Healthcare,14,7,0,Unemployed
S0575,26,Male,Arts,5,Region A,2.82,1,0,Internship,0,0,Tech,Medium,1,Business,81,Healthcare,36,5,1,Unemployed
S0576,22,Male,Law,5,Region B,2.39,0,0,Part-Time,1,1,Healthcare,Medium,1,Design,37,Finance,14,3,1,Self-Employed
S0577,26,Male,Engineering,1,Region A,3.03,0,1,Internship,1,1,Tech,High,10,Finance,41,Education,59,3,1,Employed
S0578,21,Female,Arts,1,Region A,2.26,1,1,Internship,1,1,Design,Medium,4,Tech,45,Tech,95,9,1,Self-Employed
S0579,27,Male,Engineering,5,Region C,2.88,1,1,Part-Time,1,1,Business,Low,6,Finance,52,Design,84,9,0,Self-Employed
S0580,22,Female,Science,1,Region A,2.63,0,0,Full-Time,1,1,Design,High,8,Design,25,Healthcare,63,4,0,Unemployed
S0581,26,Male,Engineering,4,Region A,3.82,1,1,Full-Time,0,1,Design,Low,2,Tech,60,Tech,80,1,0,Self-Employed
S0582,25,Female,Science,5,Region B,2.12,1,1,Part-Time,1,1,Finance,High,3,Tech,66,Finance,97,10,1,Unemployed
S0583,20,Other,Business,1,Region B,3.39,1,1,Part-Time,1,1,Design,High,6,Design,53,Healthcare,95,5,1,Unemployed
S0584,18,Male,Business,2,Region C,2.37,0,1,Full-Time,1,1,Healthcare,Low,10,Business,21,Healthcare,51,8,0,Unemployed
S0585,20,Male,Law,5,Region A,2.64,1,1,Part-Time,1,1,Design,Medium,4,Tech,25,Finance,22,10,0,Self-Employed
S0586,21,Male,Arts,5,Region C,2.83,0,0,Part-Time,0,1,Healthcare,Medium,2,Design,82,Finance,98,4,1,Self-Employed
S0587,19,Female,Law,4,Region B,3.82,1,1,Part-Time,1,0,Tech,Medium,7,Healthcare,59,Finance,36,10,1,Unemployed
S0588,18,Female,Science,3,Region C,2.49,0,0,Full-Time,1,1,Finance,Medium,4,Finance,38,Tech,40,10,1,Employed
S0589,24,Male,Law,3,Region B,2.18,1,1,Internship,0,1,Healthcare,Low,8,Tech,35,Tech,100,4,0,Employed
S0590,25,Female,Engineering,4,Region C,2.64,0,0,Internship,1,1,Design,High,8,Healthcare,20,Tech,56,9,1,Self-Employed
S0591,24,Male,Science,4,Region C,2.21,1,0,Part-Time,1,1,Finance,Low,7,Tech,40,Education,96,9,1,Unemployed
S0592,22,Male,Business,4,Region A,2.26,1,1,Full-Time,1,0,Finance,Medium,10,Business,47,Healthcare,24,7,1,Unemployed
S0593,29,Female,Arts,3,Region C,3.15,0,0,Part-Time,0,0,Healthcare,Medium,9,Design,25,Tech,36,10,1,Self-Employed
S0594,18,Male,Science,4,Region A,2.12,1,1,Full-Time,1,1,Healthcare,Low,4,Tech,62,Education,39,8,1,Employed
S0595,24,Female,Science,1,Region A,2.06,0,0,Part-Time,0,0,Business,High,7,Design,76,Healthcare,84,4,0,Self-Employed
S0596,24,Male,Engineering,5,Region A,3.43,1,0,Full-Time,0,1,Business,Low,10,Tech,35,Tech,45,8,0,Self-Employed
S0597,26,Other,Arts,5,Region A,2.72,1,1,Full-Time,1,1,Finance,Low,10,Business,23,Finance,59,6,1,Unemployed
S0598,20,Male,Business,2,Region C,2.25,1,1,Internship,0,1,Business,Low,1,Business,89,Design,97,3,1,Self-Employed
S0599,26,Male,Science,2,Region B,2.51,1,1,Part-Time,0,0,Design,High,4,Healthcare,20,Tech,18,7,1,Employed
S0600,18,Female,Science,5,Region B,3.28,1,0,Internship,0,1,Tech,Low,2,Business,17,Design,90,3,1,Self-Employed
S0601,18,Male,Engineering,1,Region B,2.55,1,1,Internship,0,1,Finance,Low,9,Design,14,Tech,8,7,0,Unemployed
S0602,21,Other,Law,3,Region C,2.99,0,1,Full-Time,0,0,Tech,Medium,5,Business,78,Finance,68,5,1,Employed
S0603,26,Female,Business,3,Region A,2.24,1,1,Part-Time,1,1,Business,Low,3,Tech,5,Design,4,4,0,Unemployed
S0604,23,Female,Arts,1,Region B,3.18,1,1,Full-Time,0,1,Healthcare,Medium,4,Business,42,Education,88,3,1,Self-Employed
S0605,28,Female,Science,3,Region C,2.63,0,1,Full-Time,0,1,Finance,Medium,6,Design,30,Finance,25,8,1,Self-Employed
S0606,20,Female,Science,4,Region A,3.25,1,1,Full-Time,0,1,Business,Medium,10,Tech,27,Design,18,4,1,Self-Employed
S0607,18,Female,Business,5,Region B,3.62,0,1,Part-Time,1,0,Design,High,1,Healthcare,7,Design,29,8,0,Unemployed
S0608,21,Female,Law,5,Region A,3.22,1,1,Part-Time,1,1,Finance,Medium,7,Healthcare,28,Finance,99,10,1,Self-Employed
S0609,29,Female,Science,1,Region B,2.59,0,1,Full-Time,1,1,Finance,Low,8,Healthcare,20,Finance,47,3,1,Employed
S0610,26,Male,Business,3,Region B,2.51,1,0,Part-Time,1,1,Healthcare,Low,7,Tech,80,Finance,15,10,0,Employed
S0611,20,Male,Engineering,2,Region B,2.65,1,0,Full-Time,1,0,Finance,Medium,7,Healthcare,87,Healthcare,70,9,1,Unemployed
S0612,29,Female,Law,2,Region A,2.33,0,1,Part-Time,1,1,Healthcare,Medium,9,Business,57,Education,17,6,1,Unemployed
S0613,26,Male,Arts,3,Region C,2.36,0,0,Part-Time,0,1,Business,Low,4,Tech,59,Tech,55,5,1,Unemployed
S0614,24,Female,Science,2,Region A,3.58,1,0,Internship,1,1,Design,Medium,7,Tech,49,Design,20,5,1,Self-Employed
S0615,29,Male,Business,1,Region B,2.77,1,0,Full-Time,1,0,Design,High,9,Tech,99,Tech,30,3,0,Employed
S0616,21,Male,Engineering,1,Region A,2.87,0,0,Internship,1,1,Finance,Medium,5,Finance,30,Finance,0,2,1,Employed
